Date,Customer Name,Delarship,Year,Make,Model,KM,COLOR,Service Ready Time,Delivery Date,Day,Sales Rep,Type oF Payment,Licensing Instructions,,,,
"Friday, September 1, 2023",Arshdeep,Vancouver,2004,Hyundai,Accent,60113,GRAY,10:00:00,13:00:00,"Friday, September 29, 2023",James Thompson,F,TRANSFER PLATES,,,,
"Friday, September 1, 2023",Shafayet Ahmed,Vancouver,2018,Hyundai,S-Class,165425,BLACK,12:00:00,15:00:00,"Friday, September 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, September 1, 2023",AMIELIA,Vancouver,2018,BMW,Rogue,27445,BLACK,14:00:00,17:00:00,"Friday, September 29, 2023",Harper Wright,F,TRANSFER PLATES,,,,
"Friday, September 1, 2023",MARIO,Vancouver,2010,Volkswagen,Rogue,160026,BROWN  ,14:00:00,17:00:00,"Friday, September 29, 2023",Liam Johnson,C,TEMP PLATES,,,,
"Friday, September 1, 2023",sloresce,Vancouver,2023,Chevrolet,Silverado,52300,GRAY,14:00:00,17:00:00,"Friday, September 29, 2023",James Thompson,F,NEW PLATES,,,,
"Friday, September 1, 2023",JASPREET,Vancouver,2009,Ford,F-150,62048,GRAY,15:00:00,18:00:00,"Friday, September 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Friday, September 1, 2023",JIMMY,Vancouver,2019,Ford,Fusion,24599,BLACK,15:00:00,18:00:00,"Friday, September 29, 2023",Sebastian King,F,NEW PLATES,,,,
"Friday, September 1, 2023",Amir,Vancouver,2018,BMW,4 Series,234975,BLACK,15:00:00,18:00:00,"Friday, September 29, 2023",Jack Scott, C,TEMP PLATES,,,,
"Tuesday, August 1, 2023",Eaihor,Vancouver,2014,Ford,Fusion,61011,PURPLE,9:00:00,12:00:00,"Tuesday, August 1, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",serhii,Vancouver,2021,Mercedes,Crosstrek,207169,WHITE,12:00:00,15:00:00,"Tuesday, August 1, 2023",Lily Baker,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Manraj,Vancouver,2001,Chevrolet,Impreza,46161,WHITE,14:00:00,17:00:00,"Tuesday, August 1, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Sahit,Vancouver,2019,Chevrolet,Explorer,68620,WHITE,15:00:00,18:00:00,"Tuesday, August 1, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Badal,Vancouver,2018,Hyundai,Santa Fe,95843,GRAY,0:00:00,0:00:00,"Tuesday, August 1, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",EMRAN ,Vancouver,2021,Toyota,Mustang,35463,SILVER,9:00:00,12:00:00,"Wednesday, August 2, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",MANVI,Vancouver,2001,Nissan,Prius,42470,BLACK,15:00:00,18:00:00,"Wednesday, August 2, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",EARL,Vancouver,2020,Honda,CR-V,74275,GRAY,15:00:00,18:00:00,"Wednesday, August 2, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Jovette,Vancouver,2017,Hyundai,Passat,55254,WHITE,10:00:00,13:00:00,"Thursday, August 3, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",HARRY,Vancouver,2001,Hyundai,Murano,25609,GRAY,12:00:00,15:00:00,"Thursday, August 3, 2023",Jack Scott,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",RAV,Vancouver,2004,Volkswagen,X5,26376,GRAY,12:00:00,15:00:00,"Thursday, August 3, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Om,Vancouver,2011,Subaru,Tiguan,58322,BLACK,14:00:00,17:00:00,"Thursday, August 3, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",KartikSharma,Toronto,2007,Mercedes,Camry,70062,ORANGE,8:00:00,11:00:00,"Friday, August 4, 2023",Lily Baker,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",NINA,Vancouver,2019,BMW,5 Series,21598,BLUE,8:00:00,11:00:00,"Friday, August 4, 2023",James Thompson,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",anvesh,Toronto,2009,Chevrolet,Impala,36192,WHITE,9:00:00,12:00:00,"Friday, August 4, 2023",Sebastian King,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Joe ,Alberta,2009,Hyundai,S-Class,46495,RED,9:00:00,12:00:00,"Friday, August 4, 2023",Sebastian King,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",David,Alberta,2020,Hyundai,Escape,71463,RED,10:00:00,13:00:00,"Friday, August 4, 2023",Harper Wright,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Maninder Singh,Alberta,2020,Hyundai,Accent,75042,WHITE,11:00:00,14:00:00,"Friday, August 4, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",KYLE,Vancouver,2012,Chevrolet,Camaro,191205,BLACK,14:00:00,17:00:00,"Friday, August 4, 2023",Liam Johnson,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",MAZ,Vancouver,2012,Mercedes,GLE,57784,WHITE,15:00:00,18:00:00,"Friday, August 4, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",NEERU,Vancouver,2003,Hyundai,Tucson,17905,GRAY,15:00:00,18:00:00,"Friday, August 4, 2023",James Thompson,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",John White,Vancouver,2019,Mercedes,GLA,51342,BLACK,12:00:00,15:00:00,"Tuesday, August 8, 2023",James Thompson,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",RAPHAEL,Toronto,2001,Volkswagen,Altima,67944,WHITE,10:00:00,13:00:00,"Tuesday, August 8, 2023",Sebastian King,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Keon,Vancouver,2004,Subaru,Accent,31015,GRAY,11:00:00,14:00:00,"Tuesday, August 8, 2023",Harper Wright,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Gurinderpal,Vancouver,2018,Chevrolet,Fusion,72754,WHITE,11:00:00,14:00:00,"Tuesday, August 8, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Jamaal,Vancouver,2008,Hyundai,Santa Fe,57074,SILVER,11:00:00,14:00:00,"Tuesday, August 8, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",shimum,Vancouver,2005,Mercedes,Fit,42114,WHITE,15:00:00,18:00:00,"Tuesday, August 8, 2023",Sebastian King,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Randy Riters,Vancouver,2022,Honda,5 Series,269992,WHITE,11:00:00,14:00:00,"Tuesday, August 8, 2023",Charlotte Adams,C,TEMP PLATES,,,,
"Tuesday, August 1, 2023",Nasir,Toronto,2019,Nissan,Altima,16472,WHITE,8:00:00,11:00:00,"Wednesday, August 9, 2023",Harper Wright,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",EZERTON,Vancouver,2015,Chevrolet,C-Class,64068,WHITE,11:00:00,18:00:00,"Wednesday, August 9, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",KRISHNA,Vancouver,2007,Mercedes,E-Class,113782,BLACK,12:00:00,15:00:00,"Wednesday, August 9, 2023",Sebastian King,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",Abdul,Vancouver,2023,BMW,4 Series,61499,BLUE,14:00:00,17:00:00,"Wednesday, August 9, 2023",Harper Wright,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",Denise,Vancouver,2007,Honda,Malibu,49446,RED,15:00:00,18:00:00,"Wednesday, August 9, 2023",Henry Walker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",MARAZ,Vancouver,2000,Mercedes,S-Class,89434,BLUE,15:00:00,18:00:00,"Wednesday, August 9, 2023",Lucas Clark,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",SABIR,Vancouver,2023,Hyundai,Sonata,68397,WHITE,12:00:00,15:00:00,"Wednesday, August 9, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",DASOUZA,Vancouver,2010,Honda,Pilot,75757,BROWN,9:00:00,12:00:00,"Thursday, August 10, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",jugraj,Vancouver,2007,Mercedes,Pathfinder,60758,SILVER,9:00:00,12:00:00,"Thursday, August 10, 2023",Harper Wright,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",REGGI,Vancouver,2013,Subaru,Accent,35948,BLACK,10:00:00,13:00:00,"Thursday, August 10, 2023",Henry Walker,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",davindner ,Vancouver,2016,Subaru,Impreza,63600,WHITE,11:00:00,14:00:00,"Thursday, August 10, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",ronnie,Vancouver,2012,Mercedes,C-Class,17704,BLACK,13:00:00,16:00:00,"Thursday, August 10, 2023",Henry Walker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",CHRIS,Vancouver,2020,Chevrolet,Impala,82645,BLACK,14:00:00,17:00:00,"Thursday, August 10, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",MOMO,Vancouver,2007,Chevrolet,Golf,29457,BLACK,14:00:00,17:00:00,"Thursday, August 10, 2023",Harper Wright,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",Andres,Toronto,2009,Ford,Pathfinder,84420,GRAY,15:00:00,18:00:00,"Thursday, August 10, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",FAISAL,Vancouver,2019,Mercedes,GLA,62680,WHITE,15:00:00,18:00:00,"Thursday, August 10, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",WASHIP,Vancouver,2017,Mercedes,Rogue,37973,BLACK,16:00:00,19:00:00,"Thursday, August 10, 2023",Harper Wright,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Ravi,Vancouver,2015,Chevrolet,E-Class,93361,BROWN,8:00:00,11:00:00,"Friday, August 11, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Wendy Roberts,Vancouver,2004,Toyota,E-Class,164288,WHITE,9:00:00,12:00:00,"Friday, August 11, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Gurpreet Singhjaura,Vancouver,2021,Hyundai,Impreza,11498,WHITE,10:00:00,13:00:00,"Friday, August 11, 2023",Sebastian King,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",Atef,Vancouver,2022,BMW,4 Series,57620,BLACK,11:00:00,14:00:00,"Friday, August 11, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Justin,Vancouver,2007,Mercedes,C-Class,57892,BLACK,12:00:00,15:00:00,"Friday, August 11, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",RESHAB,Vancouver,2011,Subaru,Corolla,67696,WHITE,12:00:00,15:00:00,"Friday, August 11, 2023",Lucas Clark,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",JAGJIT,Vancouver,2000,BMW,Escape,36965,WHITE,15:00:00,18:00:00,"Friday, August 11, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Harman,Vancouver,2000,Ford,S-Class,47878,BLACK,15:00:00,18:00:00,"Friday, August 11, 2023",Sebastian King,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",JAY,Vancouver,2012,Nissan,CR-V,80864,BLACK,7:00:00,10:00:00,"Monday, August 14, 2023",Harper Wright,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",JR,Vancouver,2018,Chevrolet,Camaro,21637,GRAY,14:00:00,17:00:00,"Monday, August 14, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Brady,Vancouver,2011,Ford,Outback,82521,BLUE,11:00:00,14:00:00,"Monday, August 14, 2023",Sebastian King,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",NAVEEN,Vancouver,2018,Honda,Fit,59201,BLACK,14:00:00,17:00:00,"Monday, August 14, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",BRAD ,Vancouver,2018,Nissan,Accent,44562,WHITE,12:00:00,15:00:00,"Monday, August 14, 2023",Lucas Clark,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Ghermai,Vancouver,2002,BMW,Tiguan,67752,BLACK,15:00:00,18:00:00,"Monday, August 14, 2023",Lucas Clark,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",DEVON,Vancouver,2016,Volkswagen,Passat,48595,GRAY,15:00:00,18:00:00,"Monday, August 14, 2023",James Thompson,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",RAY,Vancouver,2011,Ford,Highlander,47286,GRAY,7:00:00,10:00:00,"Tuesday, August 15, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Mohsin,Vancouver,2019,Mercedes,C-Class,55625,WHITE,8:00:00,11:00:00,"Tuesday, August 15, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",DONNA,Vancouver,2008,Ford,Fusion,46265,WHITE,10:00:00,13:00:00,"Tuesday, August 15, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",WAYNE,Vancouver,2021,Mercedes,X3,44929,BLACK,10:00:00,13:00:00,"Tuesday, August 15, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Vijay Sarawat,Vancouver,2009,Subaru,Forester,73129,RED,12:00:00,15:00:00,"Tuesday, August 15, 2023",Liam Johnson,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Mathew ,Toronto,2023,Subaru,WRX,49826,WHITE,14:00:00,17:00:00,"Tuesday, August 15, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",ALI,Vancouver,2018,Toyota,Highlander,88147,SILVER,9:00:00,12:00:00,"Wednesday, August 16, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Brock Marconi,Alberta,2004,Honda,Golf,88128,WHITE,10:00:00,13:00:00,"Wednesday, August 16, 2023",Harper Wright,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",ANDREY,Vancouver,2013,Hyundai,Santa Fe,182916,SILVER,10:00:00,13:00:00,"Wednesday, August 16, 2023",Sebastian King,F,TEMP PLATES,,,,
"Tuesday, August 1, 2023",Jay,Vancouver,2000,Chevrolet,Pilot,18998,GRAY,14:00:00,17:00:00,"Wednesday, August 16, 2023",Jack Scott,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",ERIC,Vancouver,2010,Honda,Pilot,61172,WHITE,8:00:00,11:00:00,"Thursday, August 17, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",SABRINA,Toronto,2009,Chevrolet,Mustang,59175,GRAY,9:00:00,12:00:00,"Thursday, August 17, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Sandeep,Vancouver,2014,BMW,4 Series,32823,WHITE,9:00:00,12:00:00,"Thursday, August 17, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Dev,Toronto,2004,Mercedes,E-Class,61722,WHITE,10:00:00,13:00:00,"Thursday, August 17, 2023",Harper Wright,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Chetan,Toronto,2022,Ford,Escape,44598,WHITE,11:00:00,14:00:00,"Thursday, August 17, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Logan,Alberta,2007,Volkswagen,Forester,48154,WHITE,11:00:00,14:00:00,"Thursday, August 17, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",suknum,Vancouver,2015,Honda,Pathfinder,24527,WHITE,14:00:00,17:00:00,"Thursday, August 17, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Arta,Alberta,2009,Mercedes,Rogue,79666,GRAY,14:00:00,17:00:00,"Thursday, August 17, 2023",James Thompson,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",SHENSHER,Vancouver,2017,BMW,X5,43572,GRAY,15:00:00,18:00:00,"Thursday, August 17, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Jazz,Alberta,2018,Subaru,Pilot,145590,BLUE,15:00:00,18:00:00,"Thursday, August 17, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Kristin Shulman,Vancouver,2008,Volkswagen,Malibu,35363,BLACK,7:00:00,10:00:00,"Friday, August 18, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",VLADA,Vancouver,2013,Chevrolet,Tahoe,57919,SILVER,8:00:00,11:00:00,"Friday, August 18, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",MAX,Toronto,2021,BMW,Fit,47900,GRAY,9:00:00,12:00:00,"Friday, August 18, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Ali,Vancouver,2007,Toyota,Prius,40243,GRAY,9:00:00,12:00:00,"Friday, August 18, 2023",Lily Baker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",King,Vancouver,2011,Honda,CR-V,143500,BLACK,10:00:00,13:00:00,"Friday, August 18, 2023",Liam Johnson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Umaeer,Vancouver,2000,Mercedes,Altima,109826,BLACK,11:00:00,14:00:00,"Friday, August 18, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",param,Vancouver,2007,Subaru,Golf,42842,GRAY,11:00:00,14:00:00,"Friday, August 18, 2023",Charlotte Adams,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",Jay,Vancouver,2008,BMW,Prius,141604,RED,11:00:00,14:00:00,"Friday, August 18, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",ZAIN,Alberta,2005,Subaru,Fusion,91701,BLUE,12:00:00,15:00:00,"Friday, August 18, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",FARHAN,Vancouver,2011,Chevrolet,Rogue,18232,BLACK,14:00:00,17:00:00,"Friday, August 18, 2023",Henry Walker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Amrit Dhaliwal,Vancouver,2002,Honda,C-Class,32018,GRAY,14:00:00,17:00:00,"Friday, August 18, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",USMAN ,Vancouver,2010,BMW,3 Series,92883,GRAY,14:00:00,17:00:00,"Friday, August 18, 2023",Lucas Clark,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",SENTHIL,Vancouver,2015,Volkswagen,Passat,112500,SILVER,14:00:00,17:00:00,"Friday, August 18, 2023",Sebastian King,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",MOE,Alberta,2022,Ford,F-150,59389,WHITE,14:00:00,17:00:00,"Friday, August 18, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",alex,Vancouver,2009,Toyota,Atlas,20302,GRAY,15:00:00,18:00:00,"Friday, August 18, 2023",Lily Baker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Raha,Vancouver,2015,Mercedes,C-Class,77431,RED,15:00:00,18:00:00,"Friday, August 18, 2023",Jack Scott,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",hine,Alberta,2000,Nissan,Altima,74925,BLACK,8:00:00,11:00:00,"Monday, August 21, 2023",Liam Johnson,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",OLEG,Vancouver,2001,Nissan,E-Class,2300,GRAY,8:00:00,11:00:00,"Monday, August 21, 2023",James Thompson,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",Kiran,Vancouver,2011,Chevrolet,Malibu,72683,BLACK,9:00:00,12:00:00,"Monday, August 21, 2023",Charlotte Adams,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",SCOTT,Vancouver,2018,Honda,Altima,66736,WHITE,10:00:00,13:00:00,"Monday, August 21, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",MICHAEL,Vancouver,2009,Mercedes,E-Class,41491,GRAY,11:00:00,14:00:00,"Monday, August 21, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Amair,Toronto,2002,Subaru,Passat,32893,WHITE,9:00:00,12:00:00,"Tuesday, August 22, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Paramveer singh,Vancouver,2012,Mercedes,X3,27089,BLACK,11:00:00,14:00:00,"Tuesday, August 22, 2023",Harper Wright,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",samuel,Vancouver,2022,Honda,Fit,82795,WHITE,12:00:00,15:00:00,"Tuesday, August 22, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",yalin,Vancouver,2022,Honda,X5,35517,WHITE,14:00:00,17:00:00,"Tuesday, August 22, 2023",Henry Walker,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",ROHON,Vancouver,2002,Toyota,Mustang,81082,BLACK,14:00:00,17:00:00,"Tuesday, August 22, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Krishna,Vancouver,2017,Volkswagen,C-Class,42178,GRAY,15:00:00,18:00:00,"Tuesday, August 22, 2023",Sebastian King,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Nader,Vancouver,2013,Nissan,Rogue,79652,GRAY,15:00:00,18:00:00,"Tuesday, August 22, 2023",Henry Walker,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",winder,Vancouver,2017,Mercedes,Prius,45881,BLACK,15:00:00,18:00:00,"Tuesday, August 22, 2023",Liam Johnson,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",heather,Vancouver,2019,Volkswagen,Mustang,36549,WHITE,9:00:00,12:00:00,"Wednesday, August 23, 2023",Liam Johnson,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Chris,Vancouver,2005,Mercedes,C-Class,87165,WHITE,10:00:00,13:00:00,"Wednesday, August 23, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",ADRIAN,Vancouver,2016,Ford,RAV4,46877,WHITE,11:00:00,14:00:00,"Wednesday, August 23, 2023",Henry Walker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Jernaro,Alberta,2018,Volkswagen,Passat,93787,BLACK,11:00:00,14:00:00,"Wednesday, August 23, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Brad,Vancouver,2023,Subaru,Forester,36144,BLUE,11:00:00,14:00:00,"Wednesday, August 23, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",ABHISHEK,Vancouver,2010,BMW,Jetta,246000,WHITE,12:00:00,15:00:00,"Wednesday, August 23, 2023",Charlotte Adams,C,TEMP PLATES,,,,
"Tuesday, August 1, 2023",ISABEL,Vancouver,2017,Ford,Outback,28242,BLACK,13:00:00,16:00:00,"Wednesday, August 23, 2023",James Thompson,F,TEMP PLATES,,,,
"Tuesday, August 1, 2023",Moe,Vancouver,2016,Volkswagen,Passat,45229,SILVER,13:00:00,16:00:00,"Wednesday, August 23, 2023",Lily Baker,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",Earl,Vancouver,2000,Nissan,Sentra,34710,WHITE,13:00:00,16:00:00,"Wednesday, August 23, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Tariq Shah,Vancouver,2018,Chevrolet,RAV4,59904,BLACK,14:00:00,17:00:00,"Wednesday, August 23, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",MANJRET ,Alberta,2013,Honda,Pilot,72168,GRAY,14:00:00,17:00:00,"Wednesday, August 23, 2023",Lucas Clark,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Cedric ,Vancouver,2022,Nissan,Sentra,42295,GRAY,15:00:00,18:00:00,"Wednesday, August 23, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Bogdan,Vancouver,2010,Volkswagen,Jetta,78118,GRAY,21:00:00,12:00:00,"Thursday, August 24, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Jeron,Toronto,2011,Ford,Mustang,132804,BLACK,9:00:00,12:00:00,"Thursday, August 24, 2023",Lucas Clark,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Anjali -sold,Toronto,2012,BMW,Accord,50691,BLACK,9:00:00,12:00:00,"Thursday, August 24, 2023",Lily Baker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Ruvinder,Vancouver,2005,Mercedes,S-Class,42427,BLACK,12:00:00,15:00:00,"Thursday, August 24, 2023",Liam Johnson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",IRENE,Alberta,2020,Hyundai,5 Series,55817,WHITE,12:00:00,15:00:00,"Thursday, August 24, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",RANDY,Vancouver,2010,Chevrolet,Malibu,83374,WHITE,14:00:00,17:00:00,"Thursday, August 24, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",VINCENT ,Toronto,2001,Toyota,RAV4,81301,GRAY,9:00:00,12:00:00,"Friday, August 25, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Chris,Toronto,2011,Subaru,Forester,47783,BLACK,12:00:00,15:00:00,"Friday, August 25, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",KEMIL,Toronto,2004,Mercedes,Golf,96258,WHITE,13:00:00,16:00:00,"Friday, August 25, 2023",Lily Baker,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Rishab,Toronto,2003,Subaru,WRX,75969,BLACK,13:30:00,16:30:00,"Friday, August 25, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",HARSIMRAN,Toronto,2014,Toyota,Highlander,38449,WHITE,15:00:00,18:00:00,"Friday, August 25, 2023",Henry Walker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",avish,Vancouver,2015,Chevrolet,GLA,67741,BLACK,9:00:00,12:00:00,"Friday, August 25, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",gurlal,Toronto,2008,BMW,Crosstrek,28480,BLACK,10:00:00,13:00:00,"Friday, August 25, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",blake,Vancouver,2006,Ford,F-150,46511,WHITE,10:00:00,13:00:00,"Friday, August 25, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",SANKET,Vancouver,2003,Nissan,Murano,50573,WHITE,12:00:00,15:00:00,"Friday, August 25, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Paul Kuriakose,Vancouver,2019,BMW,X3,75761,GRAY,14:00:00,17:00:00,"Friday, August 25, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",ramin,Vancouver,2019,Volkswagen,Malibu,74058,GRAY,15:00:00,18:00:00,"Friday, August 25, 2023",James Thompson,F,TRANSFER PLATES,,,,
